,bestVendorBuylist,bestVendorBuylistPrice,countForTrade,date,fair_price,lowestPrice,lowestPriceVendor,name,percentageChangeSinceOneWeekAgo,setName
15205,ChannelFireball,0.05,0,2020-01-272330,0.02,0.02,TCG Player,Festive Funeral,-33.333335876464844,Throne_of_Eldraine_Foil
15206,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Fierce Witchstalker,-79.99999237060547,Throne_of_Eldraine_Foil
15207,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Fireborn Knight,-40.00000381469727,Throne_of_Eldraine_Foil
15208,CoolStuff,1.5,0,2020-01-272330,1.66,1.66,TCG Player,Fires of Invention,-32.79352569580078,Throne_of_Eldraine_Foil
15209,UNDEFINED,0.0,0,2020-01-272330,0.21,0.25,Card Kingdom,Flaxen Intruder,0.0,Throne_of_Eldraine_Foil
15210,ChannelFireball,0.05,0,2020-01-272330,0.19,0.19,ABUGames,Fling,0.0,Throne_of_Eldraine_Foil
15211,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Flutterfox,-83.33332824707031,Throne_of_Eldraine_Foil
15212,ChannelFireball,0.25,0,2020-01-272330,1.07,0.49,Card Kingdom,Folio of Fancies,8.080812454223633,Throne_of_Eldraine_Foil
15213,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Foreboding Fruit,-88.8888931274414,Throne_of_Eldraine_Foil
15214,Card Kingdom,0.08,0,2020-01-272330,0.62,0.49,CoolStuff,Forest,0.0,Throne_of_Eldraine_Foil
15215,ChannelFireball,0.05,0,2020-01-272330,0.04,0.04,TCG Player,Forever Young,-60.00000381469727,Throne_of_Eldraine_Foil
15216,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Fortifying Provisions,-79.99999237060547,Throne_of_Eldraine_Foil
15217,Card Kingdom,0.06,0,2020-01-272330,0.29,0.35,Card Kingdom,Foulmire Knight,-3.333339929580688,Throne_of_Eldraine_Foil
15218,ChannelFireball,0.05,0,2020-01-272330,0.13,0.13,TCG Player,Frogify,-7.142861366271973,Throne_of_Eldraine_Foil
15219,StrikeZone,0.75,0,2020-01-272330,2.17,1.89,StrikeZone,"Gadwick, the Wizened",6.896556854248048,Throne_of_Eldraine_Foil
15220,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Garenbrig Carver,0.0,Throne_of_Eldraine_Foil
15221,ChannelFireball,0.05,0,2020-01-272330,0.81,0.25,Card Kingdom,Garenbrig Paladin,-2.409636259078979,Throne_of_Eldraine_Foil
15222,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Garenbrig Squire,-66.66667175292969,Throne_of_Eldraine_Foil
15223,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Garrison Griffin,,Throne_of_Eldraine_Foil
15224,CoolStuff,4.0,0,2020-01-272330,4.99,4.99,TCG Player,"Garruk, Cursed Huntsman",-8.440367698669434,Throne_of_Eldraine_Foil
15225,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Giant's Skewer,-25.0,Throne_of_Eldraine_Foil
15226,UNDEFINED,0.0,0,2020-01-272330,0.5700000000000001,0.49,Card Kingdom,Giant Killer,0.0,Throne_of_Eldraine_Foil
15227,Card Kingdom,0.06,0,2020-01-272330,0.13,0.13,TCG Player,Giant Opportunity,18.181814193725586,Throne_of_Eldraine_Foil
15228,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Gift of the Fae,,Throne_of_Eldraine_Foil
15229,ChannelFireball,3.5,0,2020-01-272330,4.98,4.98,TCG Player,Gilded Goose,-3.30097222328186,Throne_of_Eldraine_Foil
15230,ChannelFireball,0.05,0,2020-01-272330,0.13,0.13,TCG Player,Gingerbread Cabin,-7.142861366271973,Throne_of_Eldraine_Foil
15231,TCG Player,0.51,0,2020-01-272330,1.49,0.75,ABUGames,Gingerbrute,61.956520080566406,Throne_of_Eldraine_Foil
15232,ABUGames,0.06,0,2020-01-272330,0.13,0.13,TCG Player,Glass Casket,-27.77778244018555,Throne_of_Eldraine_Foil
15233,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Gluttonous Troll,,Throne_of_Eldraine_Foil
15234,ChannelFireball,0.1,0,2020-01-272330,0.12,0.12,TCG Player,Golden Egg,-69.23076629638672,Throne_of_Eldraine_Foil
15235,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Granted,,Throne_of_Eldraine_Foil
15236,Card Kingdom,0.1,0,2020-01-272330,0.37,0.37,TCG Player,"Grumgully, the Generous",-39.3442611694336,Throne_of_Eldraine_Foil
15237,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Haggle,,Throne_of_Eldraine_Foil
15238,ABUGames,2.32,0,2020-01-272330,0.15,0.15,TCG Player,Happily Ever After,-28.57142448425293,Throne_of_Eldraine_Foil
15239,ABUGames,0.29,0,2020-01-272330,0.8,0.79,StrikeZone,Harmonious Archon,0.0,Throne_of_Eldraine_Foil
15240,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Harvest Fear,,Throne_of_Eldraine_Foil
15241,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Heart's Desire,,Throne_of_Eldraine_Foil
15242,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Henge Walker,-66.66667175292969,Throne_of_Eldraine_Foil
15243,TCG Player,0.26,0,2020-01-272330,0.33,0.33,TCG Player,Heraldic Banner,-56.0,Throne_of_Eldraine_Foil
15244,CoolStuff,1.0,0,2020-01-272330,1.65,1.65,TCG Player,Hushbringer,-4.624279975891113,Throne_of_Eldraine_Foil
15245,UNDEFINED,0.0,0,2020-01-272330,0.27,0.25,Card Kingdom,Hypnotic Sprite,0.0,Throne_of_Eldraine_Foil
15246,ChannelFireball,0.05,0,2020-01-272330,0.15,0.15,TCG Player,Idyllic Grange,7.142861366271973,Throne_of_Eldraine_Foil
15247,ChannelFireball,0.05,0,2020-01-272330,0.24,0.24,ABUGames,Improbable Alliance,0.0,Throne_of_Eldraine_Foil
15248,ChannelFireball,0.05,0,2020-01-272330,0.06,0.06,TCG Player,Inquisitive Puppet,-53.84614944458008,Throne_of_Eldraine_Foil
15249,ChannelFireball,0.05,0,2020-01-272330,0.79,0.25,Card Kingdom,Insatiable Appetite,0.0,Throne_of_Eldraine_Foil
15250,ABUGames,0.06,0,2020-01-272330,0.2,0.2,TCG Player,Inspiring Veteran,0.0,Throne_of_Eldraine_Foil
15251,ChannelFireball,0.25,0,2020-01-272330,0.84,0.69,StrikeZone,Into the Story,-18.44660186767578,Throne_of_Eldraine_Foil
15252,ChannelFireball,0.25,0,2020-01-272330,0.24,0.24,TCG Player,Irencrag Feat,-29.41176605224609,Throne_of_Eldraine_Foil
15253,ChannelFireball,0.25,0,2020-01-272330,0.5700000000000001,0.49,Card Kingdom,Irencrag Pyromancer,-3.3898274898529053,Throne_of_Eldraine_Foil
15254,ChannelFireball,0.05,0,2020-01-272330,0.5700000000000001,0.57,TCG Player,Island,-3.3898274898529053,Throne_of_Eldraine_Foil
15255,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Joust,-40.00000381469727,Throne_of_Eldraine_Foil
15256,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Jousting Dummy,-40.00000381469727,Throne_of_Eldraine_Foil
15257,Card Kingdom,0.06,0,2020-01-272330,0.09,0.09,TCG Player,Keeper of Fables,-62.5,Throne_of_Eldraine_Foil
15258,ABUGames,0.26,0,2020-01-272330,0.56,0.39,Card Kingdom,Kenrith's Transformation,75.00000762939453,Throne_of_Eldraine_Foil
15259,ABUGames,0.99,0,2020-01-272330,6.93,5.99,ABUGames,"Kenrith, the Returned King",0.0,Throne_of_Eldraine_Foil
15260,ChannelFireball,0.05,0,2020-01-272330,0.02,0.02,TCG Player,Knight of the Keep,-60.00000381469727,Throne_of_Eldraine_Foil
15261,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Knights' Charge,,Throne_of_Eldraine_Foil
15262,StrikeZone,4.0,0,2020-01-272330,5.45,5.45,TCG Player,"Korvold, Fae-Cursed King",3.809520244598388,Throne_of_Eldraine_Foil
15263,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Lash of Thorns,-85.71428680419922,Throne_of_Eldraine_Foil
15264,ChannelFireball,0.25,0,2020-01-272330,0.78,0.75,CoolStuff,"Linden, the Steadfast Queen",3.999996185302734,Throne_of_Eldraine_Foil
15265,ChannelFireball,0.05,0,2020-01-272330,0.06,0.06,TCG Player,Loch Dragon,-62.5,Throne_of_Eldraine_Foil
15266,ChannelFireball,0.25,0,2020-01-272330,0.35000000000000003,0.33,StrikeZone,Lochmere Serpent,24.99999618530273,Throne_of_Eldraine_Foil
15267,ChannelFireball,0.05,0,2020-01-272330,0.19,0.19,ABUGames,Locthwain Gargoyle,0.0,Throne_of_Eldraine_Foil
15268,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Locthwain Paladin,-66.66667175292969,Throne_of_Eldraine_Foil
15269,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Lonesome Unicorn,0.0,Throne_of_Eldraine_Foil
15270,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Lost Legion,-75.0,Throne_of_Eldraine_Foil
15271,Card Kingdom,0.38,0,2020-01-272330,1.47,1.49,Card Kingdom,Lovestruck Beast,-10.365851402282717,Throne_of_Eldraine_Foil
15272,StrikeZone,0.33,0,2020-01-272330,0.44,0.44,TCG Player,Lucky Clover,-58.87850570678711,Throne_of_Eldraine_Foil
15273,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Mace of the Valiant,,Throne_of_Eldraine_Foil
15274,ChannelFireball,0.05,0,2020-01-272330,0.09,0.09,TCG Player,Mad Ratter,12.500007629394533,Throne_of_Eldraine_Foil
15275,ChannelFireball,0.05,0,2020-01-272330,0.19,0.25,Card Kingdom,Malevolent Noble,0.0,Throne_of_Eldraine_Foil
15276,ChannelFireball,0.05,0,2020-01-272330,0.81,0.19,ABUGames,Mantle of Tides,2600.000244140625,Throne_of_Eldraine_Foil
15277,ABUGames,0.06,0,2020-01-272330,0.09,0.09,TCG Player,Maraleaf Pixie,-43.749996185302734,Throne_of_Eldraine_Foil
15278,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Maraleaf Rider,-87.5,Throne_of_Eldraine_Foil
15279,ChannelFireball,0.05,0,2020-01-272330,0.19,0.19,ABUGames,Memory Theft,0.0,Throne_of_Eldraine_Foil
15280,UNDEFINED,0.0,0,2020-01-272330,0.27,0.25,Card Kingdom,Merchant of the Vale,0.0,Throne_of_Eldraine_Foil
15281,Card Kingdom,0.05,0,2020-01-272330,0.14,0.25,Card Kingdom,Merfolk Secretkeeper,0.0,Throne_of_Eldraine_Foil
15282,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Mesmeric Glare,,Throne_of_Eldraine_Foil
15283,ChannelFireball,0.25,0,2020-01-272330,0.5,0.49,Card Kingdom,Midnight Clock,4.166668891906738,Throne_of_Eldraine_Foil
15284,CoolStuff,1.5,0,2020-01-272330,2.36,1.99,StrikeZone,Mirrormade,0.0,Throne_of_Eldraine_Foil
15285,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Mistford River Turtle,-85.71428680419922,Throne_of_Eldraine_Foil
15286,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Moonlit Scavengers,-66.66667175292969,Throne_of_Eldraine_Foil
15287,Card Kingdom,0.08,0,2020-01-272330,0.62,0.49,CoolStuff,Mountain,0.0,Throne_of_Eldraine_Foil
15288,Card Kingdom,3.6,0,2020-01-272330,7.62,6.99,StrikeZone,Murderous Rider,6.872366905212402,Throne_of_Eldraine_Foil
15289,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Mysterious Pathlighter,-25.0,Throne_of_Eldraine_Foil
15290,ChannelFireball,3.0,0,2020-01-272330,4.27,4.27,TCG Player,Mystic Sanctuary,0.0,Throne_of_Eldraine_Foil
15291,TCG Player,3.46,0,2020-01-272330,5.99,5.99,Card Kingdom,Mystical Dispute,-7.704160213470459,Throne_of_Eldraine_Foil
15292,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Oaken Boon,,Throne_of_Eldraine_Foil
15293,Card Kingdom,0.15,0,2020-01-272330,0.37,0.37,TCG Player,Oakhame Adversary,-24.48979568481445,Throne_of_Eldraine_Foil
15294,UNDEFINED,0.0,0,2020-01-272330,0.25,0.25,Card Kingdom,Oakhame Ranger,0.0,Throne_of_Eldraine_Foil
15295,ChannelFireball,0.25,0,2020-01-272330,0.27,0.27,TCG Player,Oathsworn Knight,50.0,Throne_of_Eldraine_Foil
15296,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Ogre Errant,-79.99999237060547,Throne_of_Eldraine_Foil
15297,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Oko's Accomplices,,Throne_of_Eldraine_Foil
15298,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Oko's Hospitality,,Throne_of_Eldraine_Foil
15299,ABUGames,46.32,0,2020-01-272330,30.97,30.97,TCG Player,"Oko, Thief of Crowns",-13.948324203491213,Throne_of_Eldraine_Foil
15300,TCG Player,0.55,0,2020-01-272330,1.5,0.99,Card Kingdom,"Oko, the Trickster",-34.210525512695305,Throne_of_Eldraine_Foil
15301,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,On Alert,,Throne_of_Eldraine_Foil
15302,ABUGames,29.7,0,2020-01-272330,8.95,8.95,TCG Player,Once Upon a Time,-11.82265853881836,Throne_of_Eldraine_Foil
15303,ChannelFireball,0.05,0,2020-01-272330,0.15,0.15,TCG Player,Once and Future,-31.818178176879886,Throne_of_Eldraine_Foil
15304,ChannelFireball,0.25,0,2020-01-272330,0.21,0.21,TCG Player,Opportunistic Dragon,-16.000001907348633,Throne_of_Eldraine_Foil
15305,ABUGames,0.08,0,2020-01-272330,0.92,0.69,ABUGames,Opt,24.32432556152344,Throne_of_Eldraine_Foil
15306,UNDEFINED,0.0,0,2020-01-272330,0.30000000000000004,0.35,Card Kingdom,Order of Midnight,3.4482829570770264,Throne_of_Eldraine_Foil
15307,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Outflank,-79.99999237060547,Throne_of_Eldraine_Foil
15308,ABUGames,8.74,0,2020-01-272330,1.41,1.41,TCG Player,Outlaws' Merriment,42.42423629760742,Throne_of_Eldraine_Foil
15309,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Outmuscle,-79.99999237060547,Throne_of_Eldraine_Foil
15310,TCG Player,0.2,0,2020-01-272330,0.46,0.38,ABUGames,Overwhelmed Apprentice,0.0,Throne_of_Eldraine_Foil
15311,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Petty Theft,,Throne_of_Eldraine_Foil
15312,ChannelFireball,0.25,0,2020-01-272330,0.99,0.49,Card Kingdom,Piper of the Swarm,106.25,Throne_of_Eldraine_Foil
15313,ChannelFireball,0.05,0,2020-01-272330,0.1,0.1,TCG Player,Plains,-54.54545593261719,Throne_of_Eldraine_Foil
15314,ChannelFireball,0.05,0,2020-01-272330,0.02,0.02,TCG Player,Prized Griffin,0.0,Throne_of_Eldraine_Foil
15315,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Profane Insight,,Throne_of_Eldraine_Foil
15316,ChannelFireball,0.05,0,2020-01-272330,0.19,0.25,Card Kingdom,Prophet of the Peak,0.0,Throne_of_Eldraine_Foil
15317,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Queen of Ice,0.0,Throne_of_Eldraine_Foil
15318,Card Kingdom,11.5,0,2020-01-272330,17.14,17.14,TCG Player,Questing Beast,-0.34884518384933405,Throne_of_Eldraine_Foil
15319,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Rage of Winter,,Throne_of_Eldraine_Foil
15320,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Raging Redcap,-66.66667175292969,Throne_of_Eldraine_Foil
15321,ChannelFireball,0.05,0,2020-01-272330,0.05,0.05,TCG Player,Rally for the Throne,-58.33333206176758,Throne_of_Eldraine_Foil
15322,ChannelFireball,0.05,0,2020-01-272330,0.22,0.24,ABUGames,Rampart Smasher,0.0,Throne_of_Eldraine_Foil
15323,ABUGames,26.2,0,2020-01-272330,7.59,7.59,TCG Player,"Rankle, Master of Pranks",-18.12298011779785,Throne_of_Eldraine_Foil
15324,StrikeZone,0.5,0,2020-01-272330,2.45,1.99,StrikeZone,Realm-Cloaked Giant,-6.844108581542969,Throne_of_Eldraine_Foil
15325,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Reaper of Night,0.0,Throne_of_Eldraine_Foil
15326,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Reave Soul,0.0,Throne_of_Eldraine_Foil
15327,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Redcap Melee,-57.14285278320313,Throne_of_Eldraine_Foil
15328,ChannelFireball,0.05,0,2020-01-272330,0.79,0.25,Card Kingdom,Redcap Raiders,0.0,Throne_of_Eldraine_Foil
15329,ChannelFireball,0.05,0,2020-01-272330,0.04,0.04,TCG Player,Resolute Rider,-66.66667175292969,Throne_of_Eldraine_Foil
15330,ChannelFireball,0.25,0,2020-01-272330,0.8,0.44,StrikeZone,Return of the Wildspeaker,1.265821456909179,Throne_of_Eldraine_Foil
15331,ABUGames,0.05,0,2020-01-272330,0.14,0.14,TCG Player,Return to Nature,-41.666664123535156,Throne_of_Eldraine_Foil
15332,Card Kingdom,0.08,0,2020-01-272330,0.39,0.3,ABUGames,Revenge of Ravens,-20.40816879272461,Throne_of_Eldraine_Foil
15333,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Rider in Need,,Throne_of_Eldraine_Foil
15334,ChannelFireball,0.05,0,2020-01-272330,0.05,0.05,TCG Player,Righteousness,-37.499996185302734,Throne_of_Eldraine_Foil
15335,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Rimrock Knight,0.0,Throne_of_Eldraine_Foil
15336,ChannelFireball,2.0,0,2020-01-272330,2.68,2.68,TCG Player,Robber of the Rich,7.630524158477782,Throne_of_Eldraine_Foil
15337,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Rosethorn Acolyte,0.0,Throne_of_Eldraine_Foil
15338,ChannelFireball,0.05,0,2020-01-272330,0.81,0.25,Card Kingdom,Rosethorn Halberd,-2.409636259078979,Throne_of_Eldraine_Foil
15339,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Roving Keep,-25.0,Throne_of_Eldraine_Foil
15340,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Rowan's Battleguard,,Throne_of_Eldraine_Foil
15341,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Rowan's Stalwarts,,Throne_of_Eldraine_Foil
15342,CoolStuff,1.0,0,2020-01-272330,2.14,0.99,Card Kingdom,"Rowan, Fearless Sparkmage",-0.465115815401077,Throne_of_Eldraine_Foil
15343,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Run Away Together,-90.90909576416016,Throne_of_Eldraine_Foil
15344,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Sage of the Falls,-57.14285278320313,Throne_of_Eldraine_Foil
15345,Card Kingdom,0.08,0,2020-01-272330,0.2,0.2,TCG Player,Savvy Hunter,11.11110782623291,Throne_of_Eldraine_Foil
15346,ChannelFireball,0.05,0,2020-01-272330,0.19,0.25,Card Kingdom,Scalding Cauldron,0.0,Throne_of_Eldraine_Foil
15347,ChannelFireball,0.05,0,2020-01-272330,0.06,0.06,TCG Player,Scorching Dragonfire,-33.333335876464844,Throne_of_Eldraine_Foil
15348,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Searing Barrage,-75.0,Throne_of_Eldraine_Foil
15349,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Seasonal Ritual,,Throne_of_Eldraine_Foil
15350,Card Kingdom,0.16,0,2020-01-272330,0.2,0.2,TCG Player,Seven Dwarves,-59.18367385864258,Throne_of_Eldraine_Foil
15351,ChannelFireball,0.05,0,2020-01-272330,0.32,0.24,ABUGames,Shambling Suit,0.0,Throne_of_Eldraine_Foil
15352,UNDEFINED,0.0,0,2020-01-272330,0.27,0.25,Card Kingdom,Shepherd of the Flock,3.8461618423461914,Throne_of_Eldraine_Foil
15353,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Shield's Might,,Throne_of_Eldraine_Foil
15354,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Shimmer Dragon,,Throne_of_Eldraine_Foil
15355,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Shinechaser,-25.0,Throne_of_Eldraine_Foil
15356,ChannelFireball,0.05,0,2020-01-272330,0.8200000000000001,0.19,ABUGames,Shining Armor,8100.0,Throne_of_Eldraine_Foil
15357,ChannelFireball,0.05,0,2020-01-272330,0.19,0.25,Card Kingdom,Signpost Scarecrow,0.0,Throne_of_Eldraine_Foil
15358,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Silverflame Ritual,-40.00000381469727,Throne_of_Eldraine_Foil
15359,UNDEFINED,0.0,0,2020-01-272330,0.17,0.25,Card Kingdom,Silverflame Squire,0.0,Throne_of_Eldraine_Foil
15360,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Silverwing Squadron,,Throne_of_Eldraine_Foil
15361,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Skullknocker Ogre,-50.0,Throne_of_Eldraine_Foil
15362,ChannelFireball,0.05,0,2020-01-272330,0.19,0.19,TCG Player,Slaying Fire,137.5,Throne_of_Eldraine_Foil
15363,UNDEFINED,0.0,0,2020-01-272330,0.25,0.25,Card Kingdom,Smitten Swordmaster,0.0,Throne_of_Eldraine_Foil
15364,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,So Tiny,-66.66667175292969,Throne_of_Eldraine_Foil
15365,ChannelFireball,0.05,0,2020-01-272330,0.08,0.08,TCG Player,Sorcerer's Broom,-11.111116409301758,Throne_of_Eldraine_Foil
15366,CoolStuff,0.35,0,2020-01-272330,0.64,0.49,Card Kingdom,Sorcerous Spyglass,-14.666668891906738,Throne_of_Eldraine_Foil
15367,Card Kingdom,0.08,0,2020-01-272330,0.04,0.04,TCG Player,Specter's Shriek,-33.333335876464844,Throne_of_Eldraine_Foil
15368,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Spinning Wheel,-96.3855438232422,Throne_of_Eldraine_Foil
15369,ChannelFireball,0.05,0,2020-01-272330,0.19,0.25,Card Kingdom,Sporecap Spider,0.0,Throne_of_Eldraine_Foil
15370,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Steelbane Hydra,,Throne_of_Eldraine_Foil
15371,ChannelFireball,0.05,0,2020-01-272330,0.07,0.07,TCG Player,Steelclaw Lance,-41.666664123535156,Throne_of_Eldraine_Foil
15372,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Steelgaze Griffin,-79.99999237060547,Throne_of_Eldraine_Foil
15373,ChannelFireball,0.25,0,2020-01-272330,0.29,0.29,TCG Player,Stolen by the Fae,3.571424961090088,Throne_of_Eldraine_Foil
15374,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Stomp,,Throne_of_Eldraine_Foil
15375,ABUGames,15.72,0,2020-01-272330,4.01,4.01,TCG Player,Stonecoil Serpent,5.249351501464844,Throne_of_Eldraine_Foil
15376,ABUGames,3.79,0,2020-01-272330,0.5700000000000001,0.57,TCG Player,Stormfist Crusader,-3.3898274898529053,Throne_of_Eldraine_Foil
15377,ChannelFireball,0.25,0,2020-01-272330,0.12,0.12,TCG Player,Sundering Stroke,-25.0,Throne_of_Eldraine_Foil
15378,Card Kingdom,0.1,0,2020-01-272330,0.66,0.49,CoolStuff,Swamp,0.0,Throne_of_Eldraine_Foil
15379,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Swift End,,Throne_of_Eldraine_Foil
15380,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,"Syr Alin, the Lion's Claw",-81.25,Throne_of_Eldraine_Foil
15381,Card Kingdom,0.08,0,2020-01-272330,0.22,0.22,TCG Player,"Syr Carah, the Bold",-21.428571701049805,Throne_of_Eldraine_Foil
15382,ChannelFireball,0.05,0,2020-01-272330,0.08,0.08,TCG Player,"Syr Elenora, the Discerning",-42.85714340209961,Throne_of_Eldraine_Foil
15383,ABUGames,0.06,0,2020-01-272330,0.19,0.19,TCG Player,"Syr Faren, the Hengehammer",-45.71428680419922,Throne_of_Eldraine_Foil
15384,TCG Player,0.55,0,2020-01-272330,1.88,0.99,Card Kingdom,"Syr Gwyn, Hero of Ashvale",54.09835433959961,Throne_of_Eldraine_Foil
15385,ChannelFireball,1.0,0,2020-01-272330,2.2,1.89,ABUGames,"Syr Konrad, the Grim",8.910894393920898,Throne_of_Eldraine_Foil
15386,ChannelFireball,0.05,0,2020-01-272330,0.8,0.19,ABUGames,Tall as a Beanstalk,-2.439022064208984,Throne_of_Eldraine_Foil
15387,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Taste of Death,,Throne_of_Eldraine_Foil
15388,ChannelFireball,0.05,0,2020-01-272330,0.03,0.03,TCG Player,Tempting Witch,0.0,Throne_of_Eldraine_Foil
15389,ChannelFireball,1.0,0,2020-01-272330,0.8200000000000001,0.82,TCG Player,The Cauldron of Eternity,-49.69325256347656,Throne_of_Eldraine_Foil
15390,ChannelFireball,1.0,0,2020-01-272330,1.89,1.89,TCG Player,The Circle of Loyalty,-1.5624985694885247,Throne_of_Eldraine_Foil
15391,StrikeZone,12.0,0,2020-01-272330,17.98,17.98,TCG Player,The Great Henge,-0.111113652586936,Throne_of_Eldraine_Foil
15392,StrikeZone,2.0,0,2020-01-272330,2.78,2.78,TCG Player,The Magic Mirror,-16.516515731811527,Throne_of_Eldraine_Foil
15393,ABUGames,23.3,0,2020-01-272330,13.45,12.49,StrikeZone,The Royal Scions,0.0,Throne_of_Eldraine_Foil
15394,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Thorn Mammoth,,Throne_of_Eldraine_Foil
15395,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Thornwood Falls,,Throne_of_Eldraine_Foil
15396,ChannelFireball,0.1,0,2020-01-272330,0.85,0.59,ABUGames,Thrill of Possibility,-12.371133804321287,Throne_of_Eldraine_Foil
15397,ABUGames,0.06,0,2020-01-272330,0.02,0.02,TCG Player,Thunderous Snapper,-71.42857360839844,Throne_of_Eldraine_Foil
15398,ChannelFireball,0.05,0,2020-01-272330,0.01,0.01,TCG Player,Tome Raider,-75.0,Throne_of_Eldraine_Foil
15399,UNDEFINED,0.0,0,2020-01-272330,0.0,999999.0,Unknown,Tome of Legends,,Throne_of_Eldraine_Foil
15400,ChannelFireball,1.5,0,2020-01-272330,3.56,3.29,StrikeZone,"Torbran, Thane of Red Fell",0.0,Throne_of_Eldraine_Foil
